time,P,G(i),H_sun,T2m,WS10m,Int
20161010:1002,3505.68,634.59,61.71,18.9,5.59,0
20161010:1102,4034.46,726.84,61.73,19.56,6.28,0
20161010:1202,4270.38,767.52,55.61,19.76,6.83,0
20161010:1302,4239.24,757.91,45.88,19.16,6.97,0
20161010:1402,3797.94,674.56,34.46,18.34,6.9,0
20161010:1502,3173.22,561.69,22.31,17.5,6.69,0
20161010:1602,216.54,53.4,9.9,16.66,6.21,0
20161010:1702,0,0,0,15.73,5.72,0
20161010:1802,0,0,0,15.15,5.79,0
20161010:1902,0,0,0,14.9,6.07,0
20161010:2002,0,0,0,14.96,6.48,0
20161010:2102,0,0,0,15.01,6.69,0
20161010:2202,0,0,0,15.04,6.14,0
20161010:2302,0,0,0,15,6.76,0
20161011:0002,0,0,0,14.75,6.83,0
20161011:0102,0,0,0,14.25,6.41,0
20161011:0202,0,0,0,14.2,5.59,0
20161011:0302,0,0,0,14.36,5.45,0
20161011:0402,0,0,0,14.19,5.79,0
20161011:0502,253.98,59.73,10.1,14.02,6.07,0
20161011:0602,764.04,148.43,22.51,14.34,6.07,0
20161011:0702,1253.22,251.01,34.67,15.12,6.97,0
20161011:0802,2100.78,383.25,46.12,15.36,7.1,0
20161011:0902,2151.36,385.41,55.91,15.3,7.03,0
20161011:1002,2238.12,399.68,62.1,14.96,6.55,0
20161011:1102,2536.08,451.22,62.09,14.88,6.21,0
20161011:1202,2411.76,429.89,55.89,15.12,5.93,0
20161011:1302,2389.38,424.87,46.09,15.02,5.79,0
20161011:1402,3436.02,603.29,34.64,14.83,5.72,0
20161011:1502,3081.24,539.33,22.47,14.22,5.59,0
20161011:1602,224.88,54.3,10.06,13.53,5.31,0
20161011:1702,0,0,0,12.97,4.83,0
20161011:1802,0,0,0,12.46,4.55,0
20161011:1902,0,0,0,12.55,4,0
20161011:2002,0,0,0,12.41,4,0
20161011:2102,0,0,0,12.2,3.93,0
20161011:2202,0,0,0,12.15,3.72,0
20161011:2302,0,0,0,12.14,3.24,0
20161012:0002,0,0,0,11.98,2.76,0
20161012:0102,0,0,0,11.7,2.14,0
20161012:0202,0,0,0,11.46,1.52,0
20161012:0302,0,0,0,11.55,1.24,0
20161012:0402,0,0,0,11.13,1.38,0
20161012:0502,271.38,62.45,10.35,11.43,1.17,0
20161012:0602,802.92,155.67,22.77,13.32,0.97,0
20161012:0702,809.04,196.33,34.95,14.36,2.14,0
20161012:0802,2083.74,390.2,46.42,15.24,3.17,0
20161012:0902,2710.92,493.07,56.26,15.75,3.52,0
20161012:1002,3131.7,565.62,62.48,16.17,4,0
20161012:1102,4026.72,723.6,62.44,16.57,4.41,0
20161012:1202,3742.38,672.32,56.16,16.73,4.55,0
20161012:1302,3086.4,550.83,46.3,16.54,5.03,0
20161012:1402,3897.12,689.9,34.82,16.16,5.45,0
20161012:1502,3231.54,568.14,22.64,15.55,5.93,0
20161012:1602,204.12,50.68,10.22,14.76,5.93,0
20161012:1702,0,0,0,13.83,5.52,0
20161012:1802,0,0,0,13.1,5.59,0
20161012:1902,0,0,0,12.69,5.93,0
20161012:2002,0,0,0,12.42,6,0
20161012:2102,0,0,0,12.15,6.14,0
20161012:2202,0,0,0,12.04,6.28,0
20161012:2302,0,0,0,11.89,6.34,0
20161013:0002,0,0,0,11.78,6.28,0
20161013:0102,0,0,0,11.87,6.21,0
20161013:0202,0,0,0,11.75,6.14,0
20161013:0302,0,0,0,11.6,5.86,0
20161013:0402,0,0,0,11.5,5.72,0
20161013:0502,221.82,53.4,10.61,11.93,5.72,0
20161013:0602,423.3,89.6,23.03,13.36,6.34,0
20161013:0702,773.34,193.24,35.22,15.21,6,0
20161013:0802,1822.86,359.69,46.72,16.82,6.14,0
20161013:0902,2819.88,518.22,56.6,18.38,6,0
20161013:1002,3585.3,649.59,62.85,19.78,6.07,0
20161013:1102,4114.08,744.48,62.79,20.82,6.62,0
20161013:1202,0,0,0,21.44,7.17,0
20161013:1302,4311.3,778.73,46.52,21.66,7.45,0
20161013:1402,3882.42,699.19,35,21.57,7.31,0
20161013:1502,3106.56,558.87,22.8,21.15,6.9,0
20161013:1602,217.44,54.3,10.38,20.18,6.55,0
20161013:1702,0,0,0,18.66,6.21,0
20161013:1802,0,0,0,17.44,5.86,0
20161013:1902,0,0,0,16.52,5.38,0
20161013:2002,0,0,0,15.6,4.76,0
20161013:2102,0,0,0,14.76,4.14,0
20161013:2202,0,0,0,13.88,3.59,0
20161013:2302,0,0,0,12.94,3.24,0
20161014:0002,0,0,0,12.14,2.97,0
20161014:0102,0,0,0,11.35,2.76,0
20161014:0202,0,0,0,10.64,2.48,0
20161014:0302,0,0,0,10,2.21,0
20161014:0402,0,0,0,9.5,2,0
20161014:0502,253.44,58.83,10.86,10,1.86,0
20161014:0602,502.8,104.08,23.28,13.9,1.45,0
20161014:0702,774.9,196.91,35.48,17.29,1.17,0
20161014:0802,1785.84,365.88,47.01,19.91,0.21,0
20161014:0902,2714.52,523.5,56.94,21.67,0.76,0
20161014:1002,3448.26,656.1,63.23,22.74,1.52,0
20161014:1102,3977.52,752.5,63.14,22.93,2.21,0
20161014:1202,4187.88,786.53,56.71,22.54,2.83,0
20161014:1302,4181.52,775.59,46.73,21.3,3.24,0
20161014:1402,3394.56,622.58,35.17,20.77,3.24,0
20161014:1502,2113.5,386.55,22.96,19.8,3.1,0
20161014:1602,276.9,65.16,10.53,18.55,2.9,0
20161014:1702,0,0,0,17.1,2.83,0
20161014:1802,0,0,0,16.03,3.03,0
20161014:1902,0,0,0,15.73,3.03,0
20161014:2002,0,0,0,15.3,3.31,0
20161014:2102,0,0,0,14.96,3.45,0
20161014:2202,0,0,0,14.81,3.17,0
20161014:2302,0,0,0,14.61,2.97,0
20161015:0002,0,0,0,14.19,2.76,0
20161015:0102,0,0,0,14.04,2.55,0
20161015:0202,0,0,0,13.96,2.34,0
20161015:0302,0,0,0,13.98,2.14,0
20161015:0402,0,0,0,13.85,2.21,0
20161015:0502,282.78,65.16,11.1,14.33,2.55,0
20161015:0602,736.68,144.81,23.53,15.17,3.03,0
20161015:0702,1360.2,270.75,35.75,16.06,3.31,0
20161015:0802,2157.18,403.41,47.3,17.07,3.59,0
20161015:0902,2729.52,500.68,57.27,17.91,3.59,0
20161015:1002,3406.02,622.72,63.6,18.38,3.66,0
20161015:1102,2487.18,455.33,63.49,18.78,3.66,0
20161015:1202,2961.18,538.6,56.98,18.79,4.21,0
20161015:1302,0,0,0,18.28,4.55,0
20161015:1402,0,0,0,17.72,5.03,0
20161015:1502,0,0,0,17.01,5.1,0
20161015:1602,0,0,0,16.19,4.41,0
20161015:1702,0,0,0,15.59,3.45,0
20161015:1802,0,0,0,15.13,2.41,0
20161015:1902,0,0,0,14.92,2.48,0
20161015:2002,0,0,0,14.53,2.28,0
20161015:2102,0,0,0,14.09,1.86,0
20161015:2202,0,0,0,13.42,1.59,0
20161015:2302,0,0,0,13.52,1.24,0
20161016:0002,0,0,0,13.79,1.03,0
20161016:0102,0,0,0,13.46,1.03,0
20161016:0202,0,0,0,12.66,1.17,0
20161016:0302,0,0,0,11.81,1.66,0
20161016:0402,0,0,0,12.17,1.45,0
20161016:0502,0,0,0,12.83,1.17,0
20161016:0602,0,0,0,14.21,1.1,0
20161016:0702,0,0,0,15.25,0.76,0
20161016:0802,0,0,0,16.25,1.86,0
20161016:0902,0,0,0,16.98,2.76,0
20161016:1002,0,0,0,17.65,3.45,0
20161016:1102,0,0,0,18.09,4.14,0
20161016:1202,0,0,0,18.23,4.83,0
20161016:1302,0,0,0,18.05,5.17,0
20161016:1402,0,0,0,17.84,5.31,0
20161016:1502,0,0,0,17.46,5.24,0
20161016:1602,0,0,0,16.82,5.03,0
20161016:1702,0,0,0,15.94,4.41,0
20161016:1802,0,0,0,15.24,4.41,0
20161016:1902,0,0,0,15.02,4.76,0
20161016:2002,0,0,0,14.72,4.62,0
20161016:2102,0,0,0,14.44,4.41,0
20161016:2202,0,0,0,14.23,4.21,0
20161016:2302,0,0,0,13.85,3.93,0
20161017:0002,0,0,0,13.59,3.86,0
20161017:0102,0,0,0,13.39,3.72,0
20161017:0202,0,0,0,13.16,3.59,0
20161017:0302,0,0,0,13.08,3.66,0
20161017:0402,0,0,0,13.12,3.79,0
20161017:0502,0,0,0,13.69,3.79,0
20161017:0602,0,0,0,15.36,4.69,0
20161017:0702,0,0,0,16.97,5.31,0
20161017:0802,0,0,0,18,5.79,0
20161017:0902,0,0,0,18.91,6.21,0
20161017:1002,0,0,0,19.71,6.41,0
20161017:1102,0,0,0,20.12,6.76,0
20161017:1202,0,0,0,20,7.38,0
20161017:1302,4456.68,795.14,47.36,19.42,7.93,0
20161017:1402,4061.22,719.53,35.7,18.81,8.14,0
20161017:1502,3284.64,579.77,23.44,18.19,8.07,0
20161017:1602,210.96,52.49,11.02,17.47,7.79,0
20161017:1702,0,0,0,16.55,7.52,0
20161017:1802,0,0,0,16.04,7.66,0
20161017:1902,0,0,0,15.72,7.03,0
20161017:2002,0,0,0,15.55,6.62,0
20161017:2102,0,0,0,15.31,6,0
20161017:2202,0,0,0,14.97,5.66,0
20161017:2302,0,0,0,14.56,5.31,0
20161018:0002,0,0,0,14.12,4.97,0
20161018:0102,0,0,0,13.69,4.62,0
20161018:0202,0,0,0,13.28,4.55,0
20161018:0302,0,0,0,12.95,4.62,0
20161018:0402,0,0,0,12.71,4.55,0
20161018:0502,310.08,69.69,11.82,13.14,4,0
20161018:0602,592.74,119.99,24.25,15.33,3.79,0
20161018:0702,1263.24,237.98,36.5,17.62,4,0
20161018:0802,2193.36,407.33,48.14,19.23,5.03,0
20161018:0902,2506.92,460.6,58.24,20.65,5.72,0
20161018:1002,2286.9,421.52,64.71,21.85,6.41,0
20161018:1102,1244.04,237.44,64.52,22.4,7.1,0
20161018:1202,888.6,175.01,57.79,22.08,7.38,0
20161018:1302,707.7,142.84,47.57,21.4,8.14,0
20161018:1402,803.52,158.92,35.88,20.51,8.41,0
20161018:1502,339.06,76.62,23.61,19.47,8.28,0
20161018:1602,301.98,69.69,11.18,18.79,7.93,0
20161018:1702,0,0,0,18.26,7.66,0
20161018:1802,0,0,0,17.88,6.83,0
20161018:1902,0,0,0,16.69,5.72,0
20161018:2002,0,0,0,16.19,5.79,0
20161018:2102,0,0,0,15.8,5.72,0
20161018:2202,0,0,0,15.43,5.59,0
20161018:2302,0,0,0,15.1,5.31,0
20161019:0002,0,0,0,14.75,4.97,0
20161019:0102,0,0,0,14.43,4.69,0
20161019:0202,0,0,0,14.3,4.48,0
20161019:0302,0,0,0,14.25,4.28,0
20161019:0402,0,0,0,14.21,3.86,0
20161019:0502,242.82,57.92,12.05,14.74,3.38,0
20161019:0602,226.74,64.58,24.48,17.03,3.45,0
20161019:0702,933.78,224.18,36.75,18.59,2.97,0
20161019:0802,1982.1,393.3,48.41,20.59,3.24,0
20161019:0902,2945.34,553.71,58.56,22.42,3.79,0
20161019:1002,3688.32,687.21,65.07,23.75,4.28,0
20161019:1102,4195.26,781.51,64.86,24.63,4.97,0
20161019:1202,4448.34,828.14,58.05,25.06,5.52,0
20161019:1302,4399.98,814.96,47.77,25.14,6.14,0
20161019:1402,4020.66,739.23,36.06,24.92,6.48,0
20161019:1502,3300.12,603.78,23.77,24.33,6.21,0
20161019:1602,223.08,56.11,11.34,23.41,5.45,0
20161019:1702,0,0,0,21.97,5.03,0
20161019:1802,0,0,0,20.69,4.76,0
20161019:1902,0,0,0,19.78,4.14,0
20161019:2002,0,0,0,19.03,3.79,0
20161019:2102,0,0,0,18.09,3.38,0
20161019:2202,0,0,0,17.05,3.24,0
20161019:2302,0,0,0,16.25,3.17,0
20161020:0002,0,0,0,15.57,3.03,0
20161020:0102,0,0,0,14.96,2.76,0
20161020:0202,0,0,0,14.48,2.48,0
20161020:0302,0,0,0,13.97,2.28,0
20161020:0402,0,0,0,13.52,2.14,0
20161020:0502,247.98,58.83,12.28,14.28,1.72,0
20161020:0602,251.04,72.23,24.71,17.41,1.24,0
20161020:0702,938.82,228.16,36.99,20.37,0.76,0
20161020:0802,1977.72,398.74,48.68,22.27,1.31,0
20161020:0902,2922.54,560.01,58.87,23.62,1.93,0
20161020:1002,3660.96,695.24,65.43,24.53,2.48,0
20161020:1102,4182.9,792.16,65.19,24.88,3.17,0
20161020:1202,4362.66,822.82,58.31,24.46,3.59,0
20161020:1302,4372.74,815.6,47.98,23.49,4.07,0
20161020:1402,2641.92,484.02,36.23,21.96,4.48,0
20161020:1502,3155.88,572.72,23.94,20.24,3.86,0
20161020:1602,190.02,48.87,11.51,18.85,2.41,0
20161020:1702,0,0,0,17.74,1.93,0
20161020:1802,0,0,0,16.43,2.07,0
20161020:1902,0,0,0,16.43,2.55,0
20161020:2002,0,0,0,16.03,2.83,0
20161020:2102,0,0,0,16.24,3.72,0
20161020:2202,0,0,0,16.05,3.66,0
20161020:2302,0,0,0,16,3.38,0
20161021:0002,0,0,0,16.13,3.79,0
20161021:0102,0,0,0,16.05,3.59,0
20161021:0202,0,0,0,15.89,3.38,0
20161021:0302,0,0,0,15.81,3.03,0
20161021:0402,0,0,0,15.64,2.83,0
20161021:0502,361.08,79.65,12.51,15.78,3.03,0
20161021:0602,391.38,85.14,24.93,16,2.76,0
20161021:0702,968.58,185.61,37.22,16.62,3.45,0
20161021:0802,2291.1,426.79,48.94,17.48,3.93,0
20161021:0902,2390.28,437.11,59.18,18.49,4.21,0
20161021:1002,2504.22,456.77,65.79,18.52,4.34,0
20161021:1102,2661.18,484.15,65.53,18.46,4.48,0
20161021:1202,3771.3,683.76,58.57,18.3,4.48,0
20161021:1302,3939.12,713.58,48.18,18.1,4.07,0
20161021:1402,3856.86,694.6,36.41,17.7,4,0
20161021:1502,2378.94,425.84,24.1,17.1,4.14,0
20161021:1602,285.18,66.07,11.67,16.34,3.72,0
20161021:1702,0,0,0,15.68,2.48,0
20161021:1802,0,0,0,15.27,1.52,0
20161021:1902,0,0,0,15.23,1.31,0
20161021:2002,0,0,0,14.69,1.17,0
20161021:2102,0,0,0,14.21,1.45,0
20161021:2202,0,0,0,13.82,1.86,0
20161021:2302,0,0,0,13.69,2,0
20161022:0002,0,0,0,13.44,2.41,0
20161022:0102,0,0,0,13.26,3.1,0
20161022:0202,0,0,0,13.18,3.66,0
20161022:0302,0,0,0,13.56,4.14,0
20161022:0402,0,0,0,13.56,4.41,0
20161022:0502,278.7,64.26,12.72,14.01,4.83,0
20161022:0602,205.5,51.08,25.15,15.5,6.07,0
20161022:0702,1125.6,210.58,37.45,14.79,4.69,0
20161022:0802,1941.84,349.53,49.19,14.37,5.66,0
20161022:0902,2934.9,524.04,59.48,14.67,5.59,0
20161022:1002,3360.84,600.47,66.14,15.27,5.1,0
20161022:1102,4292.22,768.69,65.86,16.24,4.97,0
20161022:1202,4676.76,839.77,58.83,16.76,5.03,0
20161022:1302,4611.36,826.03,48.39,17.11,5.38,0
20161022:1402,3466.74,614.61,36.58,17.07,6,0
20161022:1502,2742.84,484.66,24.26,16.88,6.41,0
20161022:1602,217.02,53.4,11.84,16.28,6.34,0
20161022:1702,0,0,0,15.29,6,0
20161022:1802,0,0,0,14.54,6,0
20161022:1902,0,0,0,14.22,5.66,0
20161022:2002,0,0,0,13.96,5.59,0
20161022:2102,0,0,0,13.8,5.59,0
20161022:2202,0,0,0,13.67,5.38,0
20161022:2302,0,0,0,13.56,5.24,0
20161023:0002,0,0,0,13.48,5.17,0
20161023:0102,0,0,0,13.38,5.31,0
20161023:0202,0,0,0,13.24,4.48,0
20161023:0302,0,0,0,13.03,2.97,0
20161023:0402,0,0,0,12.29,2.34,0
20161023:0502,305.04,68.78,12.94,12.79,2.21,0
20161023:0602,212.76,74.45,25.37,15.44,2.41,0
20161023:0702,1455.54,292.49,37.67,17.03,2.21,0
20161023:0802,2114.46,415.6,49.44,18.5,0.97,0
20161023:0902,3002.34,576.08,59.78,19.76,0.14,0
20161023:1002,3755.34,709,66.49,20.76,1.45,0
20161023:1102,4255.98,796.63,66.19,21.23,2.69,0
20161023:1202,4592.46,852.89,59.09,21.04,3.59,0
20161023:1302,4367.34,803.16,48.59,20.2,3.86,0
20161023:1402,4113.96,749.64,36.76,19.22,3.72,0
20161023:1502,3450.72,624.14,24.43,18.34,3.17,0
20161023:1602,2087.04,379.56,12.01,17.47,2.34,0
20161023:1702,0,0,0,16.42,1.24,0
20161023:1802,0,0,0,15.59,1.38,0
20161023:1902,0,0,0,14.91,1.24,0
20161023:2002,0,0,0,13.71,1.66,0
20161023:2102,0,0,0,12.88,1.86,0
20161023:2202,0,0,0,12.2,1.79,0
20161023:2302,0,0,0,11.79,2.14,0
20161024:0002,0,0,0,11.82,2,0
20161024:0102,0,0,0,12.44,2.28,0
20161024:0202,0,0,0,13.09,2.69,0
20161024:0302,0,0,0,13.15,3.03,0
20161024:0402,0,0,0,13.32,3.24,0
20161024:0502,308.94,69.69,13.15,13.83,3.72,0
20161024:0602,356.64,99.05,25.57,14.58,3.72,0
20161024:0702,1120.68,251.78,37.89,16.05,3.17,0
20161024:0802,2193.12,420.98,49.69,17.21,3.1,0
20161024:0902,3148.02,580.72,60.07,18.48,3.17,0
20161024:1002,3899.52,716.07,66.83,19.37,3.38,0
20161024:1102,4383.72,807.26,66.52,19.87,3.66,0
20161024:1202,4645.32,853.85,59.34,19.94,4.14,0
20161024:1302,4544.16,831.09,48.79,19.57,4.28,0
20161024:1402,3882.42,703.11,36.93,19.07,4.21,0
20161024:1502,3294.36,592.31,24.59,18.31,3.86,0
20161024:1602,2044.02,370.6,12.17,17.38,2.9,0
20161024:1702,0,0,0,16.37,1.66,0
20161024:1802,0,0,0,15.69,1.31,0
20161024:1902,0,0,0,14.96,1.17,0
20161024:2002,0,0,0,14.2,1.38,0
20161024:2102,0,0,0,13.5,1.59,0
20161024:2202,0,0,0,13.01,1.79,0
20161024:2302,0,0,0,12.81,1.86,0
20161025:0002,0,0,0,12.75,1.79,0
20161025:0102,0,0,0,12.85,1.72,0
20161025:0202,0,0,0,12.27,1.93,0
20161025:0302,0,0,0,11.35,2.34,0
20161025:0402,0,0,0,11.34,2.69,0
20161025:0502,274.56,63.35,13.35,13.06,2.34,0
20161025:0602,293.4,92.41,25.78,16.53,2.69,0
20161025:0702,1128.3,255.08,38.1,17.98,3.52,0
20161025:0802,2205.06,425.6,49.93,19.21,3.86,0
20161025:0902,3169.98,587.02,60.35,20.34,3.86,0
20161025:1002,3914.1,721.7,67.18,21.33,4.07,0
20161025:1102,4419,815.49,66.84,21.92,4.62,0
20161025:1202,4682.46,863.3,59.59,22.08,5.1,0
20161025:1302,4636.32,849.27,48.99,21.8,5.59,0
20161025:1402,4222.62,764.6,37.11,21.11,6.07,0
20161025:1502,3476.76,623.3,24.76,20.29,6.28,0
20161025:1602,2130.3,384.88,12.34,19.49,6.21,0
20161025:1702,0,0,0,18.47,5.45,0
20161025:1802,0,0,0,17.8,4.97,0
20161025:1902,0,0,0,17.41,4.97,0
20161025:2002,0,0,0,17.21,4.41,0
20161025:2102,0,0,0,16.86,4.07,0
20161025:2202,0,0,0,16.41,4,0
20161025:2302,0,0,0,15.91,3.86,0
20161026:0002,0,0,0,15.35,3.52,0
20161026:0102,0,0,0,14.67,3.17,0
20161026:0202,0,0,0,14.22,2.9,0
20161026:0302,0,0,0,13.76,2.76,0
20161026:0402,0,0,0,13.33,2.69,0
20161026:0502,363.42,79.65,13.56,14.3,2.28,0
20161026:0602,322.14,99.51,25.98,18.02,1.72,0
20161026:0702,1133.64,260.3,38.31,21.47,1.38,0
20161026:0802,2138.7,431.06,50.16,24.51,0.76,0
20161026:0902,3001.26,592.37,60.63,26.67,0.48,0
20161026:1002,3727.62,724.85,67.51,27.63,1.86,0
20161026:1102,4250.88,823.66,67.17,27.76,2.62,0
20161026:1202,4515.66,871.75,59.84,27.51,3.1,0
20161026:1302,4509.78,853.85,49.19,26.51,4.34,0
20161026:1402,4189.56,774.84,37.28,24.05,5.03,0
20161026:1502,3478.2,634.32,24.93,21.88,4.48,0
20161026:1602,2214.12,403.33,12.51,20.17,4.14,0
20161026:1702,0,0,0,18.54,3.66,0
20161026:1802,0,0,0,17.45,3.52,0
20161026:1902,0,0,0,16.99,4.41,0
20161026:2002,0,0,0,16.68,4.07,0
20161026:2102,0,0,0,16.4,3.72,0
20161026:2202,0,0,0,16.32,3.52,0
20161026:2302,0,0,0,16.29,3.38,0
20161027:0002,0,0,0,16.11,3.52,0
20161027:0102,0,0,0,16.05,3.93,0
20161027:0202,0,0,0,16.02,4.41,0
20161027:0302,0,0,0,16.12,4.55,0
20161027:0402,0,0,0,16.11,4.41,0
20161027:0502,304.68,69.69,13.75,16.72,4.69,0
20161027:0602,979.8,194.26,26.17,17.56,5.03,0
20161027:0702,1516.62,284.16,38.52,18.38,4.21,0
20161027:0802,2284.32,436.95,50.38,19.34,4.34,0
20161027:0902,3235.26,595.6,60.91,20.44,4.76,0
20161027:1002,3060.24,560.89,67.85,21.01,5.59,0
20161027:1102,4539.6,825.68,67.49,21.37,6.48,0
20161027:1202,4805.46,872.54,60.09,21.46,7.1,0
20161027:1302,3827.22,690.75,49.39,21.31,7.72,0
20161027:1402,3908.22,700.01,37.46,20.87,8.07,0
20161027:1502,3618.42,643.49,25.09,20.3,8.41,0
20161027:1602,2286.48,409.45,12.68,19.35,8.34,0
20161027:1702,0,0,0,18.19,7.66,0
20161027:1802,0,0,0,17.51,8.21,0
20161027:1902,0,0,0,17.44,7.45,0
20161027:2002,0,0,0,17.36,7.24,0
20161027:2102,0,0,0,17.31,6.97,0
20161027:2202,0,0,0,17.26,6.69,0
20161027:2302,0,0,0,17.11,6.41,0
20161028:0002,0,0,0,16.86,6.14,0
20161028:0102,0,0,0,16.51,6.07,0
20161028:0202,0,0,0,16.32,5.93,0
20161028:0302,0,0,0,16.25,5.66,0
20161028:0402,0,0,0,16.1,5.38,0
20161028:0502,284.46,66.07,13.94,17.02,5.31,0
20161028:0602,337.44,106.09,26.36,18.58,6,0
20161028:0702,1223.82,271.36,38.71,20.4,4.83,0
20161028:0802,2274,440.89,50.6,22.34,4.69,0
20161028:0902,3205.98,601,61.18,23.89,4.41,0
20161028:1002,3919.98,734.23,68.18,25,4.41,0
20161028:1102,4444.86,830.33,67.8,25.57,5.52,0
20161028:1202,4735.92,877.14,60.34,25.32,6.97,0
20161028:1302,4678.98,859.72,49.59,24.71,7.66,0
20161028:1402,4264.92,773.17,37.63,23.42,8.28,0
20161028:1502,3539.46,633.22,25.26,21.76,8.76,0
20161028:1602,2256.6,405.27,12.85,20.17,8.9,0
20161028:1702,0,0,0,18.71,8.41,0
20161028:1802,0,0,0,17.77,8,0
20161028:1902,0,0,0,17.52,7.52,0
20161028:2002,0,0,0,17.2,7.38,0
20161028:2102,0,0,0,16.92,6.97,0
20161028:2202,0,0,0,16.65,6.69,0
20161028:2302,0,0,0,16.36,6.34,0
20161029:0002,0,0,0,16.16,6.55,0
20161029:0102,0,0,0,15.8,6.69,0
20161029:0202,0,0,0,15.84,6.69,0
20161029:0302,0,0,0,15.87,6.62,0
20161029:0402,0,0,0,15.87,6.34,0
20161029:0502,458.46,96.84,14.13,16.28,6.41,0
20161029:0602,414.84,118.48,26.54,16.82,6.69,0
20161029:0702,1321.68,281.32,38.9,17.45,6.14,0
20161029:0802,2378.94,447.35,50.82,18.21,5.79,0
20161029:0902,3301.32,599.11,61.44,19.06,6.21,0
20161029:1002,4125.84,739.67,68.5,19.14,7.1,0
20161029:1102,4581.48,822.68,68.12,19.01,6.9,0
20161029:1202,4665.06,837.88,60.58,18.81,6.9,0
20161029:1302,4669.32,835.16,49.78,18.44,6.97,0
20161029:1402,4350,772.84,37.8,17.8,6.76,0
20161029:1502,3712.68,653.79,25.43,17.03,6.83,0
20161029:1602,2377.26,420.29,13.02,16.2,6.76,0
20161029:1702,0,0,0,15.48,6.14,0
20161029:1802,0,0,0,15.11,5.17,0
20161029:1902,0,0,0,14.97,4.55,0
20161029:2002,0,0,0,14.74,3.93,0
20161029:2102,0,0,0,14.46,3.86,0
20161029:2202,0,0,0,14.21,3.59,0
20161029:2302,0,0,0,13.96,3.1,0
20161030:0002,0,0,0,13.63,2.83,0
20161030:0102,0,0,0,13.24,2.69,0
20161030:0202,0,0,0,12.69,2.55,0
20161030:0302,0,0,0,12.32,2.55,0
20161030:0402,0,0,0,12.37,2.69,0
20161030:0502,287.58,66.07,14.31,14.44,2.48,0
20161030:0602,400.98,118.43,26.72,16.35,3.45,0
20161030:0702,1425.9,295.19,39.09,17.19,4,0
20161030:0802,2427.42,455.48,51.03,17.88,3.93,0
20161030:0902,3085.08,565.31,61.7,18.51,3.79,0
20161030:1002,3816.24,698.06,68.82,19.09,4.07,0
20161030:1102,4154.34,759.83,68.43,19.34,4.41,0
20161030:1202,4779.84,874.58,60.82,19.31,4.55,0
20161030:1302,4786.92,872.81,49.98,19.14,4.69,0
20161030:1402,4420.44,798.26,37.98,18.71,4.9,0
20161030:1502,3682.14,658.2,25.59,18,4.76,0
20161030:1602,2358.12,421.85,13.19,17.27,4.55,0
20161030:1702,0,0,0,16.37,4.34,0
20161030:1802,0,0,0,15.74,4.07,0
20161030:1902,0,0,0,15.26,3.52,0
20161030:2002,0,0,0,14.94,3.31,0
20161030:2102,0,0,0,14.52,2.9,0
20161030:2202,0,0,0,14.4,2.41,0
20161030:2302,0,0,0,14.2,2.14,0
20161031:0002,0,0,0,14.32,2.21,0
20161031:0102,0,0,0,14.25,2.48,0
20161031:0202,0,0,0,14.2,2.55,0
20161031:0302,0,0,0,14.15,2.48,0
20161031:0402,9.54,9.05,2.3,13.79,2.48,0
20161031:0502,307.14,69.69,14.49,14.77,2.48,0
20161031:0602,548.28,140.24,26.89,16.22,3.38,0
20161031:0702,1263.24,237.05,39.27,17.04,3.59,0
20161031:0802,2489.1,462.62,51.23,17.74,4,0
20161031:0902,3296.76,601.67,61.95,18.43,4.34,0
20161031:1002,4087.86,742.35,69.14,19.02,4.76,0
20161031:1102,4606.68,837.77,68.74,19.61,5.31,0
20161031:1202,4896.36,891.65,61.06,19.87,5.59,0
20161031:1302,4834.14,877.2,50.17,19.96,5.93,0
20161031:1402,4374.9,787.33,38.15,19.75,6.21,0
20161031:1502,3195.78,569.62,25.76,19.25,6.41,0
20161031:1602,2277.78,407.55,13.36,18.55,6.62,0
20161031:1702,0,0,0,17.55,6.48,0
20161031:1802,0,0,0,16.85,6.55,0
20161031:1902,0,0,0,16.75,6,0
20161031:2002,0,0,0,16.69,6.48,0
20161031:2102,0,0,0,16.59,6.28,0
20161031:2202,0,0,0,16.42,6,0
20161031:2302,0,0,0,16.24,5.93,0
20161101:0002,0,0,0,15.95,5.72,0
20161101:0102,0,0,0,15.8,5.52,0
20161101:0202,0,0,0,15.76,5.45,0
20161101:0302,0,0,0,15.69,5.17,0
20161101:0402,9.42,9.05,2.48,15.7,4.97,0
20161101:0502,365.64,80.55,14.66,16.34,4.69,0
20161101:0602,418.02,124.54,27.06,17.97,5.17,0
20161101:0702,1321.86,285.97,39.44,19.61,5.86,0
20161101:0802,2429.52,459,51.43,21.05,6.41,0
20161101:0902,3361.44,618.56,62.19,22.55,6.41,0
20161101:1002,4068.84,750.61,69.45,24.06,6.07,0
20161101:1102,4536.12,839.76,69.04,25,6.62,0
20161101:1202,4832.46,894.59,61.3,25.16,7.03,0
20161101:1302,4722.6,873.03,50.37,25.16,7.03,0
20161101:1402,3797.22,694.64,38.32,24.53,7.24,0
20161101:1502,2836.26,514.16,25.93,23.23,7.45,0
20161101:1602,1705.62,313.57,13.54,21.73,7.1,0
20161101:1702,0,0,0,20.48,6.55,0
20161101:1802,0,0,0,19.55,6.14,0
20161101:1902,0,0,0,18.83,5.17,0
